year,ward,cost,category,program,description
2021,23,"$1,680.32",Streets & Transportation,Sidewalk (2021),7113 W 64TH ST
2021,23,"$22,000.00",Streets & Transportation,Speed Indicator Signs (2021),5160 S ARCHER AVE; 5185 S ARCHER AVE
2021,23,"$28,000.00",Streets & Transportation,Speed Indicator Signs (2021),5946-5948 S PULASKI RD; 6115 S PULASKI RD
2021,23,"$100,000.00",Parks & Recreation,Stars and Stripes Park Improvements,5120 S NORDICA AVE
2021,23,"$10,030.94",Streets & Transportation,Street Bump Outs (2021),5514 S RUTHERFORD AVE
2021,23,"$5,043.98",Streets & Transportation,Street Bump Outs (2021),W 53RD ST & S HARLEM AVE
2021,23,"$120,631.28",Streets & Transportation,Street Resurfacing (1-5) (2021),ON S CENTRAL PARK AVE FROM W 55TH ST (5499 S) TO W 59TH ST (5900 S)
2021,23,"$126,402.37",Streets & Transportation,Street Resurfacing (2021),ON S CENTRAL PARK AVE FROM W 59TH PL (5930 S) TO W 63RD ST (6300 S)
2021,23,"$47,160.47",Streets & Transportation,Street Resurfacing (2021),ON S HAMLIN AVE FROM W 51ST ST (5100 S) TO W 52ND ST (5200 S)
2021,23,"$56,869.97",Streets & Transportation,Street Resurfacing (2021),ON S HAMLIN AVE FROM W 52ND ST (5200 S) TO W 53RD ST (5300 S)
2021,23,"$50,179.39",Streets & Transportation,Street Resurfacing (2021),ON S OAK PARK AVE FROM W 52ND ST (5200 S) TO W 53RD ST (5300 S)
2021,23,"$54,041.43",Streets & Transportation,Street Resurfacing (2021),ON S RUTHERFORD AVE FROM W 51ST ST (5100 S) TO W 52ND ST (5200 S)
2021,23,"$67,463.08",Streets & Transportation,Street Resurfacing (2021),ON S SAYRE AVE FROM W 51ST ST (5100 S) TO W 52ND ST (5200 S)
2021,23,"$101,042.97",Streets & Transportation,Street Resurfacing (2021),ON W 57TH ST FROM S CENTRAL PARK AVE (3600 W) TO S HAMLIN AVE (3800 W)
2021,23,"$47,080.25",Streets & Transportation,Street Resurfacing (2021),ON W 62ND ST FROM S SPRINGFIELD AVE (3900 W) TO S PULASKI RD (4000 W)
2021,23,"$52,336.50",Streets & Transportation,Street Resurfacing (2021),ON W 64TH ST FROM SRRAGANSETT AVE (6400 W) TO STCHEZ AVE (6500 W)
2021,23,"$53,497.48",Streets & Transportation,Street Resurfacing (2021),ON W 65TH ST FROM S SPRINGFIELD AVE (3900 W) TO S HAMLIN AVE (3800 W)
2021,23,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON S HAMLIN AVE FROM W 60TH PL (6030 S) TO W 61ST ST (6100 S)
2021,23,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON S HAMLIN AVE FROM W 65TH ST (6500 S) TO W 65TH PL (6530 S)
2021,23,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON S KEELER AVE FROM W 54TH ST (5400 S) TO W 55TH ST (5500 S)
2021,23,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON S LAWNDALE AVE FROM W 60TH ST (6000 S) TO W 60TH PL (6030 S)
2021,23,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON S SAYRE AVE FROM W 51ST PL (5120 S) TO W 52ND ST (5200 S)
2021,23,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON S ST LOUIS AVE FROM W 64TH PL (6430 S) TO W 65TH ST (6500 S)
2021,23,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON W 55TH PL FROM S LAWNDALE AVE (3700 W) TO S HAMLIN AVE (3800 W)
2021,23,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON W 60TH ST FROM S KEELER AVE (4200 W) TO S KARLOV AVE (4100 W)
2021,23,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON W 64TH ST FROM S HAMLIN AVE (3800 W) TO S SPRINGFIELD AVE (3900 W)
2021,23,$0.00,Streets & Transportation,Street Speed Hump Replacement (2021),ON S CENTRAL PARK AVE FROM W 55TH ST (5499 S) TO W 59TH ST (5900 S)
2021,23,$0.00,Streets & Transportation,Street Speed Hump Replacement (2021),ON S CENTRAL PARK AVE FROM W 63RD PL (6330 S) TO W 65TH ST (6500 S)
2021,23,"$42,366.48",Beautification,Viaduct Improvement (2021),5400 S CICERO AVE; 5346 S CICERO AVE
2021,23,"$18,199.00",Beautification,Viaduct Improvement (2021),5800 S CENTRAL PARK AVE
2021,23,"$21,839.00",Beautification,Viaduct Improvement (2021),5900 S CENTRAL PARK AVE
2021,24,"$24,776.00",Security Cameras,1 POD Camera: 1400 S Sacramento,1400 S SACRAMENTO DR
2021,24,"$142,988.00",Security Cameras,"4 POD Cameras + LPR Existing Cameras: 1200 S Pulaski,",1200 S PULASKI RD; 1359 S CENTRAL PARK AVE; 1159 S HOMAN AVE; S INDEPENDENCE
2021,24,"$167,764.00",Security Cameras,5 POD Camera + 5 LPR Existing Cameras: Various,W ROOSEVELT RD & S KOSTNER AVE; W FIFTH AVE & S KEELER AVE; S KOSTNER AVE & W
2021,24,"$39,095.30",Streets & Transportation,Alley Resurfacing (2021),2600 W 23RD PL; S ROCKWELL ST & W 24TH ST&W 23RD PL & S WASHTENAW AVE
2021,24,"$45,581.22",Streets & Transportation,Alley Resurfacing (2021),2600 W 23RD ST; W 22ND PL & S WASHTENAW AVE&S ROCKWELL ST & W 23RD ST
2021,24,"$26,116.45",Streets & Transportation,Alley Resurfacing (2021),4027 W GRENSHAW ST; W GRENSHAW ST & S PULASKI RD&S KARLOV AVE & W
2021,24,"$62,454.96",Streets & Transportation,Alley Resurfacing (2021),S DRAKE AVE & W CERMAK RD&W OGDEN AVE & S CENTRAL PARK AVE
2021,24,"$22,884.97",Streets & Transportation,Alley Resurfacing (2021),S DRAKE AVE & W OGDEN AVE&W CERMAK RD & S ST LOUIS AVE
2021,24,"$18,060.98",Streets & Transportation,Alley Resurfacing (2021),S KEDVALE AVE & W 13TH ST&W 14TH ST & S KARLOV AVE
2021,24,"$42,201.80",Streets & Transportation,Alley Resurfacing (2021),S KEDZIE AVE & W 19TH ST&W 21ST ST & S SAWYER AVE
2021,24,"$64,005.12",Streets & Transportation,Alley Resurfacing (2021),S SPRINGFIELD AVE & W FLOURNOY ST&S INDEPENDENCE BLVD & W LEXINGTON ST
2021,24,"$45,133.63",Streets & Transportation,Alley Resurfacing (2021),S SPRINGFIELD AVE & W HARRISON ST&S INDEPENDENCE BLVD & W FLOURNOY ST
2021,24,"$60,200.64",Streets & Transportation,Alley Resurfacing (2021),W FILLMORE ST & S PULASKI RD&S SPRINGFIELD AVE & W GRENSHAW ST
2021,24,"$44,385.79",Streets & Transportation,Alley Resurfacing (2021),W OGDEN AVE & S MILLARD AVE&S CENTRAL PARK AVE & W CERMAK RD
2021,24,$700.00,Streets & Transportation,Alley Speed Hump (2021),1300 S ALBANY AVE
2021,24,"$4,900.00",Streets & Transportation,Alley Speed Hump (2021),S DRAKE AVE & W CERMAK RD&W OGDEN AVE & S CENTRAL PARK AVE
2021,24,"$2,800.00",Streets & Transportation,Alley Speed Hump (2021),S HAMLIN AVE & W 18TH ST&W 19TH ST & S RIDGEWAY AVE
2021,24,"$4,200.00",Streets & Transportation,Alley Speed Hump (2021),S MILLARD AVE & W 16TH ST&W OGDEN AVE & S LAWNDALE AVE
2021,24,"$1,400.00",Streets & Transportation,Alley Speed Hump (2021),W 16TH ST & S LAWNDALE AVE&S RIDGEWAY AVE & W 18TH ST
2021,24,"$1,400.00",Streets & Transportation,Alley Speed Hump (2021),W CULLERTON ST & S KOSTNER AVE&S KILDARE AVE & W 19TH ST; 4300 W CULLERTON ST
2021,24,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),2600 W 23RD PL; S ROCKWELL ST & W 24TH ST&W 23RD PL & S WASHTENAW AVE
2021,24,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),2600 W 23RD ST; W 22ND PL & S WASHTENAW AVE&S ROCKWELL ST & W 23RD ST
2021,24,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),S DRAKE AVE & W OGDEN AVE&W CERMAK RD & S ST LOUIS AVE
2021,24,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),S SPRINGFIELD AVE & W HARRISON ST&S INDEPENDENCE BLVD & W FLOURNOY ST
2021,24,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),W OGDEN AVE & S MILLARD AVE&S CENTRAL PARK AVE & W CERMAK RD
2021,24,"$1,900.00",Lighting,Floodlight (2021),1701-1759 S KOSTNER AVE
2021,24,$950.00,Lighting,Floodlight (2021),1900 S KOSTNER AVE
2021,24,$950.00,Lighting,Floodlight (2021),2122 S MILLARD AVE
2021,24,$950.00,Lighting,Floodlight (2021),2133 S LAWNDALE AVE
2021,24,$950.00,Lighting,Floodlight (2021),4321 W 19TH ST
2021,24,$660.00,Streets & Transportation,Miscellaneous CDOT Projects (2021),1901 S DRAKE AVE
2021,24,$660.00,Streets & Transportation,Miscellaneous CDOT Projects (2021),W HARRISON ST & S ST LOUIS AVE
2021,24,"$17,633.09",Streets & Transportation,Sidewalk (2021),1101 S KEELER AVE
2021,24,"$46,955.14",Streets & Transportation,Sidewalk (2021),1159 S KEELER AVE
2021,24,"$35,807.10",Streets & Transportation,Sidewalk (2021),1217-1237 S HOMAN AVE
2021,24,"$7,355.18",Streets & Transportation,Sidewalk (2021),1422 S DRAKE AVE
2021,24,"$11,233.60",Streets & Transportation,Sidewalk (2021),3408 W ROOSEVELT RD
2021,24,"$6,000.00",Security Cameras,Street Light Pole for High Definition Camera (2021),S KARLOV AVE & W POLK ST
2021,24,"$53,991.29",Streets & Transportation,Street Resurfacing (2021),ON S ALBANY AVE FROM W FILLMORE ST (1100 S) TO W ROOSEVELT RD (1200 S)
2021,24,"$78,698.59",Streets & Transportation,Street Resurfacing (2021),ON S CHRISTIANA AVE FROM W 16TH ST (1600 S) TO W OGDEN AVE (1680 S)
2021,24,"$108,525.06",Streets & Transportation,Street Resurfacing (2021),ON S LAWNDALE AVE FROM W ROOSEVELT RD (1200 S) TO W DOUGLAS BLVD (1400 S)
2021,24,"$13,062.97",Streets & Transportation,Street Resurfacing (2021),ON W 18TH ST FROM 3650 W TO S LAWNDALE AVE (3700 W)
2021,24,"$54,068.06",Streets & Transportation,Street Resurfacing (2021),ON W ARTHINGTON ST FROM S ALBANY AVE (3100 W) TO S KEDZIE AVE (3200 W)
2021,24,"$55,618.60",Streets & Transportation,Street Resurfacing (2021),ON W BURKHARDT DR FROM S FARRAR DR (2830 W) TO S THOMPSON DR (2930 W)
2021,24,"$87,041.72",Streets & Transportation,Street Resurfacing (2021),ON W GRENSHAW ST FROM S KOSTNER AVE (4400 W) TO S KOLMAR AVE (4600 W)
2021,24,"$51,290.73",Streets & Transportation,Street Resurfacing (2021),ON W LEXINGTON ST FROM S KILDARE AVE (4300 W) TO S KOSTNER AVE (4400 W)
2021,24,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),1200 S TROY ST
2021,24,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON S KARLOV AVE FROM W FIFTH AVE (700 S) TO W POLK ST (800 S)
2021,24,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON S KEELER AVE FROM W 18TH ST (1800 S) TO W 19TH ST (1900 S)
2021,24,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON S KOMENSKY AVE FROM W 13TH ST (1300 S) TO W 14TH ST (1400 S)
2021,24,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON S LAWNDALE AVE FROM W 16TH ST (1600 S) TO W 18TH ST (1800 S)
2021,24,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON S ST LOUIS AVE FROM W 18TH ST (1800 S) TO W OGDEN AVE (1870 S)
2021,24,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON W 14TH ST FROM S KOLIN AVE (4330 W) TO S KENNETH AVE (4430 W)
2021,24,$0.00,Streets & Transportation,Street Speed Hump (2021),ON W ARTHINGTON ST FROM S ALBANY AVE (3100 W) TO S KEDZIE AVE (3200 W)
2021,24,"$9,400.00",Streets & Transportation,Street Speed Hump (2021),ON W ARTHINGTON ST FROM S PULASKI RD (4000 W) TO S KEELER AVE (4200 W)
2021,24,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON W POLK ST FROM S LAWNDALE AVE (3700 W) TO S INDEPENDENCE BLVD (3738 W)
2021,24,$0.00,Streets & Transportation,Street Speed Hump Replacement (2021),ON S CHRISTIANA AVE FROM W 16TH ST (1600 S) TO W OGDEN AVE (1680 S)
2021,24,$0.00,Streets & Transportation,Street Speed Hump Replacement (2021),ON S LAWNDALE AVE FROM W ROOSEVELT RD (1200 S) TO W DOUGLAS BLVD (1400 S)
2021,25,"$27,410.00",Security Cameras,1 LPR/No Camera - Cermak and Wentworth,W CERMAK RD & S WENTWORTH AVE
2021,25,"$24,776.00",Security Cameras,1 PTZ Camera - 24th St and Princeton,W 24TH ST & S PRINCETON AVE
2021,25,"$24,776.00",Security Cameras,1 PTZ Camera - 340 W Cermak Road,340 W CERMAK RD
2021,25,"$24,776.00",Security Cameras,1 PTZ Camera - Princeton and China Place,S CHINA PL & S PRINCETON AVE
2021,25,"$24,776.00",Security Cameras,1 PTZ Camera - Wells and Tan Court,S WELLS ST & S TAN CT
2021,25,"$12,310.60",Streets & Transportation,Alley Resurfacing (2021),1112 W TAYLOR ST; W TAYLOR ST & S MAY ST&S ABERDEEN ST & W ARTHINGTON ST
2021,25,"$40,149.62",Streets & Transportation,Alley Resurfacing (2021),W TAYLOR ST & S CARPENTER ST&S MILLER ST & W POLK ST; 927 S CARPENTER ST
2021,25,"$1,400.00",Streets & Transportation,Alley Speed Hump (2021),2037 W COULTER ST; W COULTER ST & S HOYNE AVE&S DAMEN AVE & S BLUE ISLAND AVE
2021,25,"$3,500.00",Streets & Transportation,Alley Speed Hump (2021),W 17TH ST & S CARPENTER ST&S RACINE AVE & W 18TH ST
2021,25,"$1,320.00",Streets & Transportation,Miscellaneous CDOT Projects (2021),1659 W 21ST PL; 1942 S MAY ST
2021,25,"$222,500.00",Streets & Transportation,Miscellaneous CDOT Projects (2021),2100 W CERMAK RD
2021,25,"$12,379.97",Streets & Transportation,Sidewalk (2021),1141-1151 W WASHINGTON BLVD
2021,25,"$5,314.72",Streets & Transportation,Sidewalk (2021),1515 W 18TH ST
2021,25,"$2,550.87",Streets & Transportation,Sidewalk (2021),1522 W 19TH ST
2021,25,"$12,856.10",Streets & Transportation,Sidewalk (2021),16-26 N MAY ST
2021,25,"$8,225.07",Streets & Transportation,Sidewalk (2021),1641 S ALLPORT ST
2021,25,"$7,544.92",Streets & Transportation,Sidewalk (2021),1812 S ALLPORT ST
2021,25,"$8,895.43",Streets & Transportation,Sidewalk (2021),1813 S RACINE AVE
2021,25,"$25,369.88",Streets & Transportation,Sidewalk (2021),1822 S BISHOP ST
2021,25,"$6,443.69",Streets & Transportation,Sidewalk (2021),1902 S CARPENTER ST
2021,25,"$22,122.52",Streets & Transportation,Sidewalk (2021),1931 W CULLERTON ST
2021,25,"$7,658.50",Streets & Transportation,Sidewalk (2021),2008 W 18TH PL
2021,25,$208.39,Streets & Transportation,Sidewalk (2021),2019 S ALLPORT ST
2021,25,"$10,421.47",Streets & Transportation,Sidewalk (2021),2055 W COULTER ST
2021,25,"$9,887.16",Streets & Transportation,Sidewalk (2021),2128 W 23RD PL
2021,25,"$19,770.49",Streets & Transportation,Sidewalk (2021),2131 W 24TH ST
2021,25,"$19,940.23",Streets & Transportation,Sidewalk (2021),2227 W 23RD PL
2021,25,"$11,538.75",Streets & Transportation,Sidewalk (2021),2237 W 23RD PL
2021,25,"$13,541.62",Streets & Transportation,Sidewalk (2021),2324 W 24TH ST
2021,25,"$9,227.60",Streets & Transportation,Sidewalk (2021),2332 S CANAL ST
2021,25,"$13,069.39",Streets & Transportation,Sidewalk (2021),2338 W 22ND PL
2021,25,"$4,571.70",Streets & Transportation,Sidewalk (2021),3257 S OAKLEY AVE
2021,25,"$5,086.74",Streets & Transportation,Sidewalk (2021),919 S CARPENTER ST
2021,25,"$4,200.00",Lighting,Street Light Piggy Back Only (2021),S RACINE AVE & W MONROE ST
2021,25,"$380,000.00",Lighting,Street Light Residential Staggered Piggy Back (2021),ON W 19TH ST FROM S ASHLAND AVE (1600 W) TO S WOOD ST (1800 W)
2021,25,"$255,000.00",Lighting,Street Light Residential Staggered Piggy Back (2021),ON W 19TH ST FROM S THROOP ST (1300 W) TO S BLUE ISLAND AVE (1440 W)
2021,25,"$44,208.19",Streets & Transportation,Street Resurfacing (2021),ON S CLAREMONT AVE FROM W 33RD ST (3300 S) TO W 34TH ST (3400 S)
2021,25,"$60,324.06",Streets & Transportation,Street Resurfacing (2021),ON W CULLERTON ST FROM S HOYNE AVE (2100 W) TO S DAMEN AVE (2000 W)
2021,25,"$53,198.31",Streets & Transportation,Street Resurfacing (2021),ON W CULLERTON ST FROM S OAKLEY AVE (2300 W) TO S LEAVITT ST (2200 W)
2021,25,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON S BELL AVE FROM W CERMAK RD (2200 S) TO W 23RD ST (2300 S)
2021,25,"$9,400.00",Streets & Transportation,Street Speed Hump (2021),ON S HOYNE AVE FROM W 21ST ST (2100 S) TO W 23RD ST (2300 S)
2021,25,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON S JEFFERSON ST FROM S CANALPORT AVE (1900 S) TO W CULLERTON ST (1940 S)
2021,25,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON S JEFFERSON ST FROM W CULLERTON ST (1940 S) TO W 20TH PL (2020 S)
2021,25,"$9,400.00",Streets & Transportation,Street Speed Hump (2021),ON S LEAVITT ST FROM W 21ST ST (2100 S) TO W 23RD ST (2300 S)
2021,25,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON S OAKLEY AVE FROM W CERMAK RD (2200 S) TO W 21ST ST (2100 S)
2021,25,"$7,050.00",Streets & Transportation,Street Speed Hump (2021),ON S PAULINA ST FROM S BLUE ISLAND AVE (2250 S) TO W 21ST ST (2100 S)
2021,25,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON S WOLCOTT AVE FROM W 21ST ST (2100 S) TO W CERMAK RD (2200 S)
2021,25,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON S WOOD ST FROM W 21ST ST (2100 S) TO W CERMAK RD (2200 S)
2021,25,"$7,050.00",Streets & Transportation,Street Speed Hump (2021),ON W 17TH ST FROM S RACINE AVE (1200 W) TO S CARPENTER ST (1100 W)
2021,26,"$14,900.33",Streets & Transportation,Alley Apron (2021),1401 N KEELER AVE
2021,26,"$50,253.70",Streets & Transportation,Alley Resurfacing (2021),1615 N CENTRAL PARK AVE; 3524-3556 W NORTH AVE; W NORTH AVE & N DRAKE AVE&N
2021,26,"$40,615.68",Streets & Transportation,Alley Resurfacing (2021),1700 N KARLOV AVE
2021,26,"$44,999.39",Streets & Transportation,Alley Resurfacing (2021),3503 W PIERCE AVE; W PIERCE AVE & N ST LOUIS AVE&N CENTRAL PARK AVE & W LE
2021,26,"$46,294.87",Streets & Transportation,Alley Resurfacing (2021),3601-3625 W NORTH AVE; W NORTH AVE & N CENTRAL PARK AVE&N MONTICELLO AVE & W
2021,26,"$47,092.55",Streets & Transportation,Alley Resurfacing (2021),3800 W ARMITAGE AVE; W ARMITAGE AVE & N AVERS AVE&N HAMLIN AVE & W DICKENS
2021,26,"$47,472.00",Streets & Transportation,Alley Resurfacing (2021),N CAMPBELL AVE & W POTOMAC AVE&W HIRSCH ST & N MAPLEWOOD AVE
2021,26,"$37,189.48",Streets & Transportation,Alley Resurfacing (2021),N KARLOV AVE & W NORTH AVE&N KEYSTONE AVE & W LE MOYNE ST; 1501 N KARLOV AVE
2021,26,"$48,362.92",Streets & Transportation,Alley Resurfacing (2021),N KEDZIE AVE & W WABANSIA AVE&W BLOOMINGDALE AVE & N SAWYER AVE
2021,26,"$60,303.13",Streets & Transportation,Alley Resurfacing (2021),N KEYSTONE AVE & W NORTH AVE&W WABANSIA AVE & N PULASKI RD; 1615 N KEYSTONE
2021,26,"$45,956.24",Streets & Transportation,Alley Resurfacing (2021),N LAWNDALE AVE & W HIRSCH ST&W POTOMAC AVE & N RIDGEWAY AVE
2021,26,"$50,308.28",Streets & Transportation,Alley Resurfacing (2021),N LOWELL AVE & W NORTH AVE&W WABANSIA AVE & N KILDARE AVE; 1615 N LOWELL AVE
2021,26,"$59,980.36",Streets & Transportation,Alley Resurfacing (2021),N ST LOUIS AVE & W BLOOMINGDALE AVE&W WABANSIA AVE & N DRAKE AVE
2021,26,"$19,261.93",Streets & Transportation,Alley Resurfacing (2021),N WASHTENAW AVE & W LE MOYNE ST&W NORTH AVE & N FAIRFIELD AVE
2021,26,"$32,932.06",Streets & Transportation,Alley Resurfacing (2021),ON W WABANSIA AVE FROM N PULASKI RD (4000 W) TO N KEYSTONE AVE (4030 W); 1700 N
2021,26,"$34,661.37",Streets & Transportation,Alley Resurfacing (2021),W EVERGREEN AVE & N CENTRAL PARK AVE&N ST LOUIS AVE & W POTOMAC AVE
2021,26,"$39,095.30",Streets & Transportation,Alley Resurfacing (2021),W EVERGREEN AVE & N HOMAN AVE&N ST LOUIS AVE & W HIRSCH ST; 3400 W
2021,26,"$40,090.74",Streets & Transportation,Alley Resurfacing (2021),W EVERGREEN AVE & N ROCKWELL ST&N WASHTENAW AVE & W HIRSCH ST; 2600 W
2021,26,"$39,568.00",Streets & Transportation,Alley Resurfacing (2021),W HIRSCH ST & N CENTRAL PARK AVE&N ST LOUIS AVE & W EVERGREEN AVE
2021,26,"$45,151.72",Streets & Transportation,Alley Resurfacing (2021),W HIRSCH ST & N KARLOV AVE&N PULASKI RD & W KAMERLING AVE; 4016 W KAMERLING
2021,26,"$39,795.30",Streets & Transportation,Alley Resurfacing (2021),W HIRSCH ST & N ST LOUIS AVE&N CENTRAL PARK AVE & W BEACH AVE
2021,26,"$36,936.22",Streets & Transportation,Alley Resurfacing (2021),W PIERCE AVE & N ST LOUIS AVE&N HOMAN AVE & W NORTH AVE; 3410 W PIERCE AVE
2021,26,"$35,081.82",Streets & Transportation,Alley Resurfacing (2021),W POTOMAC AVE & N SPRINGFIELD AVE&N HARDING AVE & W GRAND AVE
2021,26,$0.00,Streets & Transportation,Alley Speed Hump (2021),2600 W EVERGREEN AVE; W EVERGREEN AVE & N ROCKWELL ST&N WASHTENAW AVE & W
2021,26,"$2,800.00",Streets & Transportation,Alley Speed Hump (2021),N ROCKWELL ST & W CRYSTAL ST&N WASHTENAW AVE & W DIVISION ST; 2606 W DIVISION
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),1615 N CENTRAL PARK AVE; 3524-3556 W NORTH AVE; W NORTH AVE & N DRAKE AVE&N
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),1700 N KARLOV AVE
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),3503 W PIERCE AVE; W PIERCE AVE & N ST LOUIS AVE&N CENTRAL PARK AVE & W LE
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),3601-3625 W NORTH AVE; W NORTH AVE & N CENTRAL PARK AVE&N MONTICELLO AVE & W
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),3800 W ARMITAGE AVE; W ARMITAGE AVE & N AVERS AVE&N HAMLIN AVE & W DICKENS
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),N CAMPBELL AVE & W POTOMAC AVE&W HIRSCH ST & N MAPLEWOOD AVE
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),N KEDZIE AVE & W WABANSIA AVE&W BLOOMINGDALE AVE & N SAWYER AVE
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),N KEYSTONE AVE & W NORTH AVE&W WABANSIA AVE & N PULASKI RD; 1615 N KEYSTONE
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),N LAWNDALE AVE & W HIRSCH ST&W POTOMAC AVE & N RIDGEWAY AVE
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),N LOWELL AVE & W NORTH AVE&W WABANSIA AVE & N KILDARE AVE; 1615 N LOWELL AVE
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),N ST LOUIS AVE & W BLOOMINGDALE AVE&W WABANSIA AVE & N DRAKE AVE
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),N WASHTENAW AVE & W LE MOYNE ST&W NORTH AVE & N FAIRFIELD AVE
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),ON W WABANSIA AVE FROM N PULASKI RD (4000 W) TO N KEYSTONE AVE (4030 W); 1700 N
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),W EVERGREEN AVE & N HOMAN AVE&N ST LOUIS AVE & W HIRSCH ST; 3400 W
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),W HIRSCH ST & N CENTRAL PARK AVE&N ST LOUIS AVE & W EVERGREEN AVE
2021,26,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),W HIRSCH ST & N ST LOUIS AVE&N CENTRAL PARK AVE & W BEACH AVE
2021,26,"$285,207.37",Streets & Transportation,Concrete Alley (2021),ON W WABANSIA AVE FROM N LAWNDALE AVE (3700 W) TO N MONTICELLO AVE (3630 W)
2021,26,$660.00,Streets & Transportation,Miscellaneous CDOT Projects (2021),1550 N MONTICELLO AVE
2021,26,"$1,800.00",Security Cameras,POD Camera Relocation: Hirsch & Rockwell,N ROCKWELL ST & W HIRSCH ST
2021,26,"$5,689.13",Streets & Transportation,Sidewalk (2021),1123 N SACRAMENTO AVE
2021,26,"$8,543.85",Streets & Transportation,Sidewalk (2021),1131 N FRANCISCO AVE; 1130 N FRANCISCO AVE; 1111 N FRANCISCO AVE
2021,26,"$30,481.13",Streets & Transportation,Sidewalk (2021),1234 N MONTICELLO AVE
2021,26,"$3,070.48",Streets & Transportation,Sidewalk (2021),1422 N KEELER AVE
2021,26,"$103,262.51",Streets & Transportation,Sidewalk (2021),1446 N KILDARE AVE; 4305 W LE MOYNE ST
2021,26,"$6,434.89",Streets & Transportation,Sidewalk (2021),1503-1507 N KEDVALE AVE
2021,26,"$3,527.79",Streets & Transportation,Sidewalk (2021),1522 N KEDZIE AVE
2021,26,"$3,983.74",Streets & Transportation,Sidewalk (2021),1736 N KEELER AVE
2021,26,"$2,820.67",Streets & Transportation,Sidewalk (2021),2053 N AVERS AVE
2021,26,"$2,329.79",Streets & Transportation,Sidewalk (2021),2144 N HAMLIN AVE
2021,26,"$13,214.41",Streets & Transportation,Sidewalk (2021),3119 W WABANSIA AVE; ON W WABANSIA AVE FROM N TROY ST (3130 W) TO N ALBANY AVE
2021,26,"$4,093.30",Streets & Transportation,Sidewalk (2021),3261 W PALMER ST
2021,26,"$4,551.38",Streets & Transportation,Sidewalk (2021),4255 W HIRSCH ST
2021,26,"$10,169.89",Streets & Transportation,Sidewalk (2021),ON N ST LOUIS AVE FROM W SHAKESPEARE AVE (2130 N) TO W DICKENS AVE (2100 N)
2021,26,$500.00,Lighting,Street Light Upgrade (2021),1741 N WHIPPLE ST
2021,26,"$5,000.00",Lighting,Street Light Upgrade (2021),3212 W BLOOMINGDALE AVE
2021,26,"$22,627.75",Streets & Transportation,Street Resurfacing (2021),ON W HIRSCH ST FROM N RIDGEWAY AVE (3730 W) TO N HAMLIN AVE (3799 W)
2021,26,"$11,178.52",Streets & Transportation,Street Resurfacing (2021),ON W LE MOYNE ST FROM N CENTRAL PARK AVE (3599 W) TO N MONTICELLO AVE (3640 W)
