year,ward,cost,category,program,description
2012,4,"$41,730.00",Streets & Transportation,Street Resurfacing Menu,ON E 49TH ST FROM S DREXEL (W) AV(863 E) TO S ELLIS AV (1000 E)
2012,4,$800.00,Beautification,Street Light Pole Painting,ON BERKELEY FROM E 41 PL (4132 S) TO E 42 PL (4228 S)
2012,4,"$3,850.00",Lighting,Street Light Upgrade,ON HARPER FROM E 53 ST (5242 S) TO Dead End (5430 S)
2012,4,$700.00,Lighting,Street Light Upgrade,ON 41 FROM S DREXEL AV (900 E) TO S ELLIS AV (942 E)
2012,4,"$1,400.00",Lighting,Street Light Upgrade,ON FORRESTVILLE FROM E 48 ST (4800 S) TO E 49 ST (4900 S)
2012,4,"$1,400.00",Lighting,Street Light Upgrade,ON CHAMPLAIN FROM E 43 ST (4300 S) TO E 44 ST (4400 S)
2012,4,"$1,200.00",Lighting,Street Light Upgrade,ON S ELLIS AVE FROM E 43 ST (4300 S) TO E 44 ST (4400 S)
2012,4,"$150,000.00",Parks & Recreation,Chicago Park District,Sumac Park Playground - 4201 S. Champlain
2012,5,"$25,000.00",Miscellaneous,Miscellaneous Other,ON E 68TH ST FROM S STONY ISLAND AVE E (1600 E) TO S CREGIER AVE (1800 E)
2012,5,"$12,595.00","Plants, Gardens, & Sustainability",Miscellaneous Other,ON E 68TH ST FROM S STONY ISLAND AVE E (1600 E) TO S planter box CREGIER AVE (1800 E)
2012,5,"$454,404.00",Lighting,Miscellaneous Other,"ON E 68TH ST FROM S STONY ISLAND AVE E (1600 E) TO S Lights, furniture CREGIER AVE (1800 E)"
2012,5,"$250,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON E 68TH ST FROM S CREGIER AVE (1800 E) TO S STONY ISLAND AVE E (1600 E)
2012,5,"$144,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON ELLIS FROM E 71 ST (7100 S) TO E 73 ST (7300 S)
2012,5,"$288,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON DORCHESTER FROM E 67 ST (6700 S) TO E 71 ST (7100 S)
2012,5,"$144,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON EAST END FROM E 69 ST (6900 S) TO E 71 ST (7100 S)
2012,5,"$2,000.00",Lighting,Street Light Upgrade,ON 60 FROM S BLACKSTONE AV (1436 E) TO S STONY ISLAND AV (1600 E)
2012,6,"$1,166.00",Miscellaneous,Miscellaneous Other,E 83RD ST & S DR MARTIN LUTHER KING JR DR crosswalk markings
2012,6,"$38,833.00",Streets & Transportation,Street Resurfacing Menu,ON E 85TH ST FROM S STATE ST (0 E) TO S WABASH AV (44 E)
2012,6,"$64,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON 66 FROM S UNION AV (700 W) TO S HALSTED ST (800 W)
2012,6,"$64,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON UNION FROM W 66 ST (6600 S) TO W MARQUETTE RD (6700 S)
2012,6,"$1,152,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON ST LAWRENCE FROM E 71 ST (7100 S) TO E 87 ST (8700 S)
2012,7,"$100,076.00",Streets & Transportation,Curb & Gutter Menu,ON S CHAPPEL AVE FROM E 97 ST (9700 S) TO E 98 ST (9800 S)
2012,7,"$150,638.00",Streets & Transportation,Curb & Gutter Menu,ON S PAXTON AVE FROM E 90 ST (9000 S) TO E 89 ST (8900 S)
2012,7,"$3,657.00",Streets & Transportation,Curb & Gutter Menu,ON E 74TH ST FROM S OGLESBY AV (2332 E) TO S OGLESBY AV (2332 E)
2012,7,"$68,566.00",Streets & Transportation,Curb & Gutter Menu,ON CRANDON FROM E 96 ST (9540 S) TO E 97 ST (9713 S)
2012,7,"$175,674.00",Streets & Transportation,Curb & Gutter Menu,ON S PHILLIPS AVE FROM E 90 ST (9000 S) TO E 91 ST (9100 S)
2012,7,"$183,815.00",Streets & Transportation,Curb & Gutter Menu,ON S PAXTON AVE FROM E 101 ST (10100 S) TO E 100 ST (10000 S)
2012,7,"$5,452.00",Streets & Transportation,Curb & Gutter Menu,ON S OGLESBY AVE FROM E 95 ST (9500 S) TO E 96 ST (9540 S)
2012,7,"$89,581.00",Streets & Transportation,Curb & Gutter Menu,ON S CRANDON AVE FROM E 96 ST (9540 S) TO E 97 ST (9713 S)
2012,7,"$121,057.00",Streets & Transportation,Curb & Gutter Menu,ON S OGLESBY AVE FROM E 74 ST (7400 S) TO E 73 ST (7300 S)
2012,7,"$1,768.00",Streets & Transportation,Sidewalk Menu,ON S EUCLID AVE FROM E 95 ST (9500 S) TO E 96 ST (9600 S)
2012,7,"$17,046.00",Streets & Transportation,Sidewalk Menu,ON E 79TH ST FROM S EXCHANGE (W) AV(2918 E) TO S COMMERCIAL AV (3000 E)
2012,7,"$2,739.00",Streets & Transportation,Sidewalk Menu,ON S LUELLA AVE FROM E 73 ST (7300 S) TO E 74 ST (7400 S)
2012,7,"$7,658.00",Streets & Transportation,Sidewalk Menu,ON S SAGINAW AVE FROM E 93 ST (9300 S) TO E 94 ST (9400 S)
2012,7,"$30,458.00",Streets & Transportation,Sidewalk Menu,ON S ESSEX AVE FROM E 83 ST (8300 S) TO E 84 ST (8400 S)
2012,7,"$6,279.00",Streets & Transportation,Sidewalk Menu,ON S ESCANABA AVE FROM E 79 ST (7900 S) TO E 80 ST (8000 S)
2012,7,"$6,668.00",Streets & Transportation,Sidewalk Menu,ON EXCHANGE FROM E 75 ST (7470 S) TO E 76 ST (7570 S)
2012,7,"$42,840.00",Streets & Transportation,Street Resurfacing Menu,ON E 74TH ST FROM S COLES AV (2646 E) TO S SOUTH SHORE DR (2728 E)
2012,7,"$128,952.00",Streets & Transportation,Street Resurfacing Menu,ON S CRANDON AVE FROM E 76 ST (7600 S) TO E 78 ST (7800 S)
2012,7,"$75,601.00",Streets & Transportation,Street Resurfacing Menu,ON S KINGSTON AVE FROM E 81 ST (8100 S) TO E 82 ST (8200 S)
2012,7,"$41,597.00",Streets & Transportation,Street Resurfacing Menu,ON S CHAPPEL AVE FROM E 97 ST (9700 S) TO E 98 ST (9800 S)
2012,7,"$26,510.00",Streets & Transportation,Street Resurfacing Menu,ON S CRANDON AVE FROM E 100 ST (10000 S) TO E 101 ST (10100 S)
2012,7,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON S BURNHAM AVE FROM E 77 ST (7700 S) TO E 78 ST (7800 S)
2012,7,"$1,850.00",Streets & Transportation,Street Speed Hump Menu,ON E CHELTENHAM PL FROM S COLES AV (3032 E) TO S SOUTH SHORE DR (3098 E)
2012,7,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON S COLES AVE FROM E 72 ST (7130 S) TO E 73 ST (7231 S)
2012,7,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON S PHILLIPS AVE FROM E 92 ST (9200 S) TO E 93 ST (9300 S)
2012,7,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON S BURNHAM AVE FROM E 78 ST (7800 S) TO E 79 ST (7900 S)
2012,7,"$7,400.00",Streets & Transportation,Street Speed Hump Menu,ON S KINGSTON AVE FROM E 73 ST (7300 S) TO E 75 ST (7500 S)
2012,7,"$1,850.00",Streets & Transportation,Street Speed Hump Menu,ON E 89TH ST FROM S CRANDON AV (2300 E) TO S OGLESBY AV (2332 E)
2012,7,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON S CRANDON AVE FROM E 100 ST (10000 S) TO E 101 ST (10100 S)
2012,7,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON S LUELLA AVE FROM E 75 ST (7500 S) TO E 76 ST (7600 S)
2012,8,"$3,257.00",Streets & Transportation,Alley Resurfacing Menu,W 75TH ST & W 76TH ST & S RIDGELAND AVE & S CREGIER AVE
2012,8,"$2,520.00",Streets & Transportation,Bollard Menu,ON S CONSTANCE AVE FROM 7500 S TO E 75 ST (7500 S)
2012,8,"$5,436.00",Streets & Transportation,Curb & Gutter Menu,ON S UNIVERSITY AVE FROM E 80 ST (8000 S) TO E 81 ST (8100 S)
2012,8,"$57,537.00",Streets & Transportation,Curb & Gutter Menu,ON E 83RD ST FROM S CRANDON AV (2300 E) TO S OGLESBY AV (2332 E)
2012,8,"$10,035.00",Streets & Transportation,Curb & Gutter Menu,ON S BENNETT AVE FROM E 77 ST (7700 S) TO E 78 ST (7800 S)
2012,8,"$3,767.00",Streets & Transportation,Curb & Gutter Menu,ON S CONSTANCE AVE FROM E 85 ST (8500 S) TO E 86 ST (8600 S)
2012,8,"$22,199.00",Streets & Transportation,Curb & Gutter Menu,ON E 86TH ST FROM S DANTE AV (1433 E) TO S BLACKSTONE AV (1504 E)
2012,8,"$28,180.00",Streets & Transportation,Sidewalk Menu,ON S CREGIER AVE FROM E 85 ST (8500 S) TO E 86 ST (8600 S)
2012,8,"$37,672.00",Streets & Transportation,Sidewalk Menu,ON S DREXEL AVE FROM E 98 ST (9800 S) TO E 99 ST (9900 S)
2012,8,"$30,090.00",Streets & Transportation,Sidewalk Menu,ON S EUCLID AVE FROM E 74 ST (7400 S) TO E 75 ST (7500 S)
2012,8,"$19,180.00",Streets & Transportation,Sidewalk Menu,ON S EAST END AVE FROM E 93 ST (9300 S) TO E 94 ST (9400 S)
2012,8,"$20,831.00",Streets & Transportation,Sidewalk Menu,ON S OGLESBY AVE FROM E 88 ST (8800 S) TO E 89 ST (8900 S)
2012,8,"$2,414.00",Streets & Transportation,Sidewalk Menu,ON S AVALON AVE FROM E 97 (N) ST(9656 S) TO E 98 ST (9800 S)
2012,8,"$94,743.00",Streets & Transportation,Sidewalk Menu,ON S MARYLAND AVE FROM E 98 ST (9800 S) TO E 99 ST (9900 S)
2012,8,"$2,343.00",Streets & Transportation,Sidewalk Menu,ON E 74TH ST FROM S BALDWIN AV (1900 E) TO S JEFFERY BV (2000 E)
2012,8,"$71,948.00",Streets & Transportation,Sidewalk Menu,ON S JEFFERY BLVD FROM E 85 ST (8500 S) TO E 86 ST (8600 S)
2012,8,"$12,213.00",Streets & Transportation,Sidewalk Menu,ON S BLACKSTONE AVE FROM E 81 ST (8100 S) TO E 82 ST (8200 S)
2012,8,"$9,104.00",Streets & Transportation,Sidewalk Menu,ON S KIMBARK AVE FROM S KENWOOD AV (8414 S) TO E 85 ST (8500 S)
2012,8,"$1,973.00",Streets & Transportation,Sidewalk Menu,ON S LUELLA AVE FROM E 84 ST (8400 S) TO E 85 ST (8500 S)
2012,8,"$15,188.00",Streets & Transportation,Street Bump Outs Menu,ON S CREGIER AVE FROM E 91 ST (9100 S) TO E 92 ST (9200 S)
2012,8,"$70,500.00",Streets & Transportation,Street Resurfacing Menu,ON S BENNETT AVE FROM E 88 ST (8800 S) TO E 89 ST (8900 S)
2012,8,"$15,659.00",Streets & Transportation,Street Resurfacing Menu,ON E 88TH ST FROM S CRANDON AV (2300 E) TO S OGLESBY AV (2332 E)
2012,8,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON S CORNELL AVE FROM E 89 ST (8900 S) TO E 90 ST (9000 S)
2012,8,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON S DORCHESTER AVE FROM E 84 ST (8400 S) TO E 85 ST (8500 S)
2012,8,"$6,761.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON 85 FROM Dead End (1269 E) TO S AVALON AV (1272 E)
2012,8,"$128,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON CLYDE FROM E 79 ST (7900 S) TO E 81 ST (8100 S)
2012,8,"$128,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON CRANDON FROM E 83 ST (8300 S) TO E 85 ST (8500 S)
2012,8,"$128,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON UNIVERSITY FROM E 95 ST (9500 S) TO E 97 ST (9700 S)
2012,8,"$128,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON DANTE FROM E 79 ST (7900 S) TO E 81 ST (8100 S)
2012,8,"$128,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON INGLESIDE FROM E 97 ST (9700 S) TO E 99 ST (9900 S)
2012,8,"$128,000.00",Lighting,Street Light Residential Staggered Piggy Back Menu,ON AVALON FROM E 85 ST (8500 S) TO E 87 ST (8700 S)
2012,8,$350.00,Lighting,Street Light Upgrade,8836 S EUCLID AVE
2012,8,$350.00,Lighting,Street Light Upgrade,837 E 88TH PL
2012,8,$350.00,Lighting,Street Light Upgrade,1837 E 90TH ST
2012,9,$700.00,Streets & Transportation,Alley Speed Hump Menu,S PARNELL AVE & S NORMAL & E 99TH ST & E 100TH ST
2012,9,$630.00,Streets & Transportation,Bollard Menu,ON S LAFAYETTE AVE FROM 10234 S TO W 102 ST (10200 S)
2012,9,$630.00,Streets & Transportation,Bollard Menu,ON S PRAIRIE AVE FROM 10714 S TO E 107 ST (10700 S)
2012,9,"$79,707.00",Streets & Transportation,Curb & Gutter Menu,ON S LAFAYETTE AVE FROM W 100 ST (10000 S) TO W 101 ST (10100 S)
2012,9,"$93,931.00",Streets & Transportation,Curb & Gutter Menu,ON E 122ND PL FROM S STATE ST (0 E) TO S MICHIGAN AV
2012,9,"$137,919.00",Streets & Transportation,Curb & Gutter Menu,ON S INDIANA AVE FROM E 116 ST (11638 S) TO E 117 ST (11705 S)
2012,9,"$99,235.00",Streets & Transportation,Curb & Gutter Menu,ON E 93RD ST FROM DR. MARTIN LUTHER KING JR. DR (400 E) TO S EBERHART AV (500 E)
2012,9,"$48,865.00",Streets & Transportation,Curb & Gutter Menu,ON E 99TH PL FROM S STATE ST (0 E) TO Dead End (50 E)
2012,9,"$1,471.00",Streets & Transportation,Guardrail Menu,ON E 114TH PL FROM 137 E TO S EDBROOKE AV (132 E)
2012,9,"$23,421.00",Streets & Transportation,Sidewalk Menu,ON S PRAIRIE AVE FROM E 101 ST (10100 S) TO E 102 ST (10200 S)
2012,9,"$55,284.00",Streets & Transportation,Sidewalk Menu,ON E 119TH PL FROM S STATE ST (0 E) TO S MICHIGAN AV (100 E)
2012,9,"$109,555.00",Streets & Transportation,Sidewalk Menu,ON S EBERHART AVE FROM E 104 ST (10400 S) TO E 105 ST (10500 S)
2012,9,"$3,377.00",Streets & Transportation,Sidewalk Menu,ON E 101ST PL FROM S ST LAWRENCE AV (600 E) TO S
2012,9,"$89,121.00",Streets & Transportation,Sidewalk Menu,ON S PARNELL AVE FROM W 102 ST (10200 S) TO W 103 ST (10300 S)
2012,9,"$3,427.00",Streets & Transportation,Sidewalk Menu,ON S WENTWORTH AVE FROM W 122 ST (12200 S) TO W 123 ST (12300 S)
2012,9,"$16,046.00",Streets & Transportation,Street Resurfacing Menu,ON W BRAYTON ST FROM W 126 PL (120 W) TO S WENTWORTH AV (200 W)
2012,9,"$164,345.00",Streets & Transportation,Street Resurfacing Menu,ON S UNION AVE FROM W 127 ST (12700 S) TO W 129 PL (12930 S)
2012,9,"$39,039.00",Streets & Transportation,Street Resurfacing Menu,ON E 133RD ST FROM S RIVERDALE AV (560 E) TO S ST LAWRENCE AV (600 E)
2012,9,"$11,298.00",Streets & Transportation,Street Resurfacing Menu,ON S FORRESTVILLE AVE FROM E 132 ST (13200 S) TO E 132 ST (13200 S)
2012,9,"$35,254.00",Streets & Transportation,Street Resurfacing Menu,ON E 122ND ST FROM S MICHIGAN AV (100 E) TO S EDBROOKE AV (134 E)
2012,9,"$48,991.00",Streets & Transportation,Street Resurfacing Menu,ON S LOWE AVE FROM W 128 PL (12832 S) TO W 129 PL (12930 S)
2012,9,"$49,963.00",Streets & Transportation,Street Resurfacing Menu,ON S NORMAL AVE FROM W 128 PL (12832 S) TO W 129 PL (12932 S)
2012,9,"$195,615.00",Streets & Transportation,Street Resurfacing Menu,ON S CORLISS AVE FROM E 111 ST (11100 S) TO E 114 ST (11388 S)
2012,9,"$1,050.00",Lighting,Street Light Upgrade,ON 105 FROM S RHODES AV (532 E) TO S DAUPHIN AV (604 E)
2012,9,"$1,400.00",Lighting,Street Light Upgrade,ON PERRY FROM W 121 ST (12100 S) TO W 122 ST (12200 S)
2012,9,"$1,050.00",Lighting,Street Light Upgrade,ON 104 FROM S RHODES AV (532 E) TO S DAUPHIN AV (623 E)
2012,9,"$1,559.00",Security Cameras,High Definition Camera,"POD Camera - 10700 S. Michigan (TPC = $22,500 - 2013 menu $20,941)"
2012,9,"$7,115.00",Schools & Libraries,School Projects,Poe School - Playground
2012,10,"$25,711.00",Streets & Transportation,Alley Resurfacing Menu,E 105TH ST & E 106TH ST & S EWING AVE & S AVENUE J
2012,10,$700.00,Streets & Transportation,Alley Speed Hump Menu,E 128TH ST & E 129TH ST & S EXCHANGE AVE & S COMMERCIAL AVE
2012,10,$700.00,Streets & Transportation,Alley Speed Hump Menu,E 111TH ST & S MACKINAW AVE&E 112TH ST & S GREEN BAY AVE
2012,10,"$2,537.00",Streets & Transportation,Curb & Gutter Menu,ON S COMMERCIAL AVE FROM E 96 ST (9600 S) TO E 97 ST (9700 S)
2012,10,"$7,100.00",Streets & Transportation,Curb & Gutter Menu,ON S EWING AVE FROM E 115 ST (11500 S) TO E 116 ST (11600 S)
2012,10,"$3,443.00",Streets & Transportation,Curb & Gutter Menu,ON S CRANDON AVE FROM E 103 ST (10300 S) TO E 104 ST (10400 S)
2012,10,"$61,942.00",Streets & Transportation,Diagonal Parking Menu,ON S AVENUE M FROM E 106 ST (10600 S) TO E 106 ST (10600 S)
2012,10,"$16,146.00",Streets & Transportation,Guardrail Menu,ON S EWING AVE FROM 9483 S TO E 94 ST (9354 S)
2012,10,"$15,831.00",Streets & Transportation,Sidewalk Menu,ON S BURLEY AVE FROM E 135 ST (13500 S) TO E 136 ST (13600 S)
2012,10,"$6,615.00",Streets & Transportation,Sidewalk Menu,ON S GREEN BAY AVE FROM E 112 ST (11200 S) TO E 113 ST (11300 S)
2012,10,"$11,715.00",Streets & Transportation,Sidewalk Menu,ON E 96TH ST FROM S BALTIMORE AV (3105 E) TO Dead End (3152 E)
2012,10,"$60,630.00",Streets & Transportation,Sidewalk Menu,ON S ESCANABA AVE FROM E 97 ST (9700 S) TO E 98 ST (9800 S)
2012,10,"$1,950.00",Streets & Transportation,Sidewalk Menu,ON S EXCHANGE AVE FROM E 100 ST (10004 S) TO E 101 ST (10100 S)
2012,10,"$11,071.00",Streets & Transportation,Sidewalk Menu,ON S EWING AVE FROM E 104 ST (10400 S) TO E 105 ST (10500 S)
2012,10,"$2,132.00",Streets & Transportation,Sidewalk Menu,ON S AVENUE M FROM E 108 ST (10800 S) TO E 109 ST (10900 S)
2012,10,"$23,913.00",Streets & Transportation,Sidewalk Menu,ON E 135TH ST FROM S AVENUE M (3531 E) TO S AVENUE L (3600 E)
2012,10,"$13,969.00",Streets & Transportation,Sidewalk Menu,ON S AVENUE N FROM E 133 ST (13300 S) TO E 134 ST (13400 S)
2012,10,"$2,637.00",Streets & Transportation,Sidewalk Menu,ON S ESCANABA AVE FROM E 132 ST (13200 S) TO S BRAINARD AV (13273 S)
2012,10,"$4,139.00",Streets & Transportation,Sidewalk Menu,ON S MUSKEGON AVE FROM E 98 ST (9800 S) TO E 99 ST (9900 S)
2012,10,"$2,874.00",Streets & Transportation,Sidewalk Menu,ON S AVENUE H FROM E 106 ST (10600 S) TO E 107 ST (10700 S)
2012,10,"$10,218.00",Streets & Transportation,Sidewalk Menu,ON S AVENUE L FROM E 133 ST (13300 S) TO E 134 ST (13400 S)
2012,10,"$45,187.00",Streets & Transportation,Sidewalk Menu,ON S AVENUE M FROM E 133 ST (13300 S) TO E 134 ST (13400 S)
2012,10,"$14,450.00",Streets & Transportation,Sidewalk Menu,ON E 96TH ST FROM S HOUSTON AV (3032 E) TO S
2012,10,"$21,899.00",Streets & Transportation,Sidewalk Menu,ON E 105TH ST FROM S AVENUE J (3700 E) TO S AVENUE H (3731 E)
2012,10,"$5,815.00",Streets & Transportation,Sidewalk Menu,ON E 118TH ST FROM S AVENUE O (3432 E) TO S EWING AV (3532 E)
2012,10,$540.00,Streets & Transportation,Sidewalk Menu,ON S MUSKEGON AVE FROM E 103 ST (10300 S) TO S CALUMET ACCESS RD (10450 S)
2012,10,"$3,509.00",Streets & Transportation,Sidewalk Menu,ON S GREEN BAY AVE FROM E 84 ST (8400 S) TO E 85 ST (8500 S)
2012,10,"$79,372.00",Streets & Transportation,Sidewalk Menu,ON S BALTIMORE AVE FROM E 89 ST (8900 S) TO E 90 ST (9000 S)
2012,10,$407.00,Streets & Transportation,Sidewalk Menu,ON S EWING AVE FROM E 115TH ST (11500 S) TO E 116TH ST (11600 S)
2012,10,"$5,913.00",Streets & Transportation,Sidewalk Menu,ON S BRANDON AVE FROM E 134 ST (13400 S) TO E 135 ST (13500 S)
2012,10,"$62,840.00",Streets & Transportation,Sidewalk Menu,ON E 112TH ST FROM S AVENUE L (3600 E) TO S EWING AV (3632 E)
2012,10,"$2,722.00",Streets & Transportation,Sidewalk Menu,ON S COMMERCIAL AVE FROM E 132 ST (13200 S) TO E 133 ST (13300 S)
2012,10,"$3,785.00",Streets & Transportation,Sidewalk Menu,ON S MARQUETTE AVE FROM E 95 ST (9500 S) TO E 96 ST (9600 S)
2012,10,"$3,583.00",Streets & Transportation,Sidewalk Menu,13300 S Avenue N
2012,10,"$36,078.00",Streets & Transportation,Sidewalk Menu,ON S BRANDON AVE FROM E 83 ST (8300 S) TO E 84 ST (8400 S)
2012,10,"$1,548.00",Streets & Transportation,Sidewalk Menu,ON S AVENUE B FROM E 109 ST (10900 S) TO E 110 ST (11000 S)
2012,10,"$36,853.00",Streets & Transportation,Street Resurfacing Menu,ON E 103RD ST FROM S GREEN BAY AV (3400 E) TO S AVENUE N (3500 E)
2012,10,"$97,680.00",Streets & Transportation,Street Resurfacing Menu,ON E 104TH ST FROM S AVENUE M (3531 E) TO S EWING AV (3632 E)
2012,10,"$38,056.00",Streets & Transportation,Street Resurfacing Menu,ON S ESCANABA AVE FROM E 127 ST (12700 S) TO E 128 ST (12800 S)
2012,10,"$98,042.00",Streets & Transportation,Street Resurfacing Menu,ON E 114TH ST FROM S AVENUE M (3531 E) TO S AVENUE J (3700 E)
2012,10,"$44,765.00",Streets & Transportation,Street Resurfacing Menu,ON S MUSKEGON AVE FROM E 127 ST (12700 S) TO E 128 ST (12800 S)
2012,10,"$66,361.00",Streets & Transportation,Street Resurfacing Menu,ON S AVENUE M FROM E 113 ST (11300 S) TO E 114 ST (11400 S)
2012,10,"$48,774.00",Streets & Transportation,Street Resurfacing Menu,ON E 129TH ST FROM S MANISTEE AV (2800 E) TO S MUSKEGON AV (2837 E)
2012,10,"$28,060.00",Streets & Transportation,Street Resurfacing Menu,ON E 96TH ST FROM S AVENUE M (3531 E) TO S AVENUE L (3600 E)
2012,10,"$68,858.00",Streets & Transportation,Street Resurfacing Menu,ON S EXCHANGE AVE FROM E 132 ST (13200 S) TO E 133 ST (13300 S)
2012,10,"$47,581.00",Streets & Transportation,Street Resurfacing Menu,ON S EXCHANGE AVE FROM E 130 ST (13000 S) TO E 131 ST (13100 S)
2012,10,"$21,217.00",Streets & Transportation,Street Resurfacing Menu,ON S BALTIMORE AVE FROM E 130 ST (13000 S) TO E 129 ST (12900 S)
2012,10,"$52,946.00",Streets & Transportation,Street Resurfacing Menu,ON S COMMERCIAL AVE FROM E 132 ST (13200 S) TO E 133 ST (13300 S)
2012,10,"$39,179.00",Streets & Transportation,Street Resurfacing Menu,ON S MANISTEE AVE FROM E 127 ST (12700 S) TO E 128 ST (12800 S)
2012,10,"$54,247.00",Streets & Transportation,Street Resurfacing Menu,ON S BRANDON AVE FROM E 130 ST (13000 S) TO E 131 ST (13100 S)
2012,10,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON E 99TH ST FROM S PAXTON AV (2230 E) TO S OGLESBY AV (2356 E)
2012,11,"$9,931.00",Streets & Transportation,Alley Apron Menu,ON S EMERALD AVE FROM 3659 S TO W 36 ST (3600 S)
2012,11,"$8,993.00",Streets & Transportation,Alley Apron Menu,ON S CANAL ST FROM 3228 S TO W 32 ST (3200 S)
2012,11,"$2,285.00",Streets & Transportation,Alley Apron Menu,ON S LOWE AVE FROM 3439 S TO W 35 ST (3500 S)
2012,11,"$12,948.00",Streets & Transportation,Alley Apron Menu,ON W 46TH PL FROM 600 W TO S WALLACE ST (600 W)
2012,11,"$26,803.00",Streets & Transportation,Alley Resurfacing Menu,W 25TH PL & W 26TH ST & S STEWART AVE & S PRINCETON AVE
2012,11,"$8,777.00",Streets & Transportation,Alley Resurfacing Menu,W 29TH ST & W 28TH PL & S STEWART AVE & S SHIELDS AVE
2012,11,"$52,384.00",Streets & Transportation,Alley Resurfacing Menu,W 31ST PL & W 31ST ST & S MORGAN ST & S LITUANICA AVE
2012,11,"$1,640.00",Streets & Transportation,Bollard Menu,ON W 48TH PL FROM 602 W TO S WALLACE ST (600 W)
2012,11,"$7,453.00",Streets & Transportation,Curb & Gutter Menu,ON W EXCHANGE AVE FROM S MORGAN ST (1000 W) TO S PEORIA ST (912 W)
2012,11,"$1,942.00",Streets & Transportation,Curb & Gutter Menu,ON S PRINCETON AVE FROM W 31 ST (3100 S) TO W 32 ST (3200 S)
2012,11,$741.00,Streets & Transportation,Curb & Gutter Menu,ON S WALLACE ST FROM W 47 ST (4700 S) TO W 46 PL (4632 S)
2012,11,$455.00,Streets & Transportation,Sidewalk Menu,ON W 44TH ST FROM S WALLACE ST (614 W) TO S UNION AV (700 W)
2012,11,"$5,401.00",Streets & Transportation,Sidewalk Menu,ON S LITUANICA AVE FROM W 31 PL (3130 S) TO W 31 PL
2012,11,"$1,449.00",Streets & Transportation,Sidewalk Menu,ON S UNION AVE FROM W 44 ST (4400 S) TO W 44 ST (4400 S)
