,Clean Ward,Alderperson,Start Date,End Date,filled_year,year,category,calls,num_projects,total_cost
1195,31,"Felix Cardona, Jr.","May 20, 2019",Present,2023,2023,Lighting,87,7,494500
1196,31,"Felix Cardona, Jr.","May 20, 2019",Present,2023,2023,Parks & Recreation,1,0,0
1197,31,"Felix Cardona, Jr.","May 20, 2019",Present,2023,2023,"Plants, Gardens, & Sustainability",1095,0,0
1198,31,"Felix Cardona, Jr.","May 20, 2019",Present,2023,2023,Security Cameras,224,0,0
1199,31,"Felix Cardona, Jr.","May 20, 2019",Present,2023,2023,Streets & Transportation,2639,36,1005499
1200,32,Scott Waguespack,"May 20, 2007",present,2018,2018,Lighting,75,1,88000
1201,32,Scott Waguespack,"May 20, 2007",present,2018,2018,"Plants, Gardens, & Sustainability",238,0,0
1202,32,Scott Waguespack,"May 20, 2007",present,2018,2018,Streets & Transportation,178,54,1231999
1203,32,Scott Waguespack,"May 20, 2007",present,2019,2019,Beautification,3646,0,0
1204,32,Scott Waguespack,"May 20, 2007",present,2019,2019,Bike Infrastructure,56,0,0
1205,32,Scott Waguespack,"May 20, 2007",present,2019,2019,Lighting,431,0,0
1206,32,Scott Waguespack,"May 20, 2007",present,2019,2019,Parks & Recreation,2,0,0
1207,32,Scott Waguespack,"May 20, 2007",present,2019,2019,"Plants, Gardens, & Sustainability",643,0,0
1208,32,Scott Waguespack,"May 20, 2007",present,2019,2019,Schools & Libraries,0,3,500000
1209,32,Scott Waguespack,"May 20, 2007",present,2019,2019,Security Cameras,176,0,0
1210,32,Scott Waguespack,"May 20, 2007",present,2019,2019,Streets & Transportation,6134,48,819999
1211,32,Scott Waguespack,"May 20, 2007",present,2020,2020,Beautification,5407,0,0
1212,32,Scott Waguespack,"May 20, 2007",present,2020,2020,Bike Infrastructure,43,0,0
1213,32,Scott Waguespack,"May 20, 2007",present,2020,2020,Lighting,175,0,0
1214,32,Scott Waguespack,"May 20, 2007",present,2020,2020,Parks & Recreation,1,0,0
1215,32,Scott Waguespack,"May 20, 2007",present,2020,2020,"Plants, Gardens, & Sustainability",574,0,0
1216,32,Scott Waguespack,"May 20, 2007",present,2020,2020,Security Cameras,213,1,24776
1217,32,Scott Waguespack,"May 20, 2007",present,2020,2020,Streets & Transportation,4050,48,1295223
1218,32,Scott Waguespack,"May 20, 2007",present,2021,2021,Beautification,5107,0,0
1219,32,Scott Waguespack,"May 20, 2007",present,2021,2021,Bike Infrastructure,141,0,0
1220,32,Scott Waguespack,"May 20, 2007",present,2021,2021,Lighting,219,0,0
1221,32,Scott Waguespack,"May 20, 2007",present,2021,2021,Parks & Recreation,1,0,0
1222,32,Scott Waguespack,"May 20, 2007",present,2021,2021,"Plants, Gardens, & Sustainability",563,0,0
1223,32,Scott Waguespack,"May 20, 2007",present,2021,2021,Security Cameras,248,4,98904
1224,32,Scott Waguespack,"May 20, 2007",present,2021,2021,Streets & Transportation,3303,53,1401095
1225,32,Scott Waguespack,"May 20, 2007",present,2022,2022,Beautification,4843,0,0
1226,32,Scott Waguespack,"May 20, 2007",present,2022,2022,Bike Infrastructure,161,0,0
1227,32,Scott Waguespack,"May 20, 2007",present,2022,2022,Lighting,97,1,50000
1228,32,Scott Waguespack,"May 20, 2007",present,2022,2022,Parks & Recreation,0,1,150000
1229,32,Scott Waguespack,"May 20, 2007",present,2022,2022,"Plants, Gardens, & Sustainability",758,0,0
1230,32,Scott Waguespack,"May 20, 2007",present,2022,2022,Security Cameras,222,0,0
1231,32,Scott Waguespack,"May 20, 2007",present,2022,2022,Streets & Transportation,4618,47,1254149
1232,32,Scott Waguespack,"May 20, 2007",present,2023,2023,Beautification,4483,0,0
1233,32,Scott Waguespack,"May 20, 2007",present,2023,2023,Bike Infrastructure,158,0,0
1234,32,Scott Waguespack,"May 20, 2007",present,2023,2023,Lighting,139,0,0
1235,32,Scott Waguespack,"May 20, 2007",present,2023,2023,Parks & Recreation,3,1,50000
1236,32,Scott Waguespack,"May 20, 2007",present,2023,2023,"Plants, Gardens, & Sustainability",858,0,0
1237,32,Scott Waguespack,"May 20, 2007",present,2023,2023,Security Cameras,274,0,0
1238,32,Scott Waguespack,"May 20, 2007",present,2023,2023,Streets & Transportation,4176,53,1442158
1239,33,Deb Mell,"July 24, 2013","May 20, 2019",2018,2018,Lighting,71,2,380000
1240,33,Deb Mell,"July 24, 2013","May 20, 2019",2018,2018,"Plants, Gardens, & Sustainability",169,0,0
1241,33,Deb Mell,"July 24, 2013","May 20, 2019",2018,2018,Streets & Transportation,149,55,939999
1242,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2019,2019,Beautification,3627,0,0
1243,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2019,2019,Bike Infrastructure,11,0,0
1244,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2019,2019,Lighting,598,0,0
1245,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2019,2019,Parks & Recreation,7,1,25000
1246,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2019,2019,"Plants, Gardens, & Sustainability",410,0,0
1247,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2019,2019,Security Cameras,199,0,0
1248,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2019,2019,Streets & Transportation,4569,67,1294999
1249,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2020,2020,Beautification,6835,0,0
1250,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2020,2020,Bike Infrastructure,10,0,0
1251,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2020,2020,Lighting,368,0,0
1252,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2020,2020,Parks & Recreation,3,2,50000
1253,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2020,2020,"Plants, Gardens, & Sustainability",424,1,50000
1254,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2020,2020,Security Cameras,221,2,42650
1255,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2020,2020,Streets & Transportation,3287,37,1177349
1256,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2021,2021,Beautification,4802,0,0
1257,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2021,2021,Bike Infrastructure,59,3,191000
1258,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2021,2021,Lighting,133,15,44000
1259,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2021,2021,Parks & Recreation,15,5,150000
1260,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2021,2021,"Plants, Gardens, & Sustainability",422,0,0
1261,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2021,2021,Security Cameras,166,0,0
1262,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2021,2021,Streets & Transportation,2468,67,1114999
1263,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2022,2022,Beautification,3633,0,0
1264,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2022,2022,Bike Infrastructure,45,0,0
1265,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2022,2022,Lighting,167,1,500
1266,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2022,2022,Parks & Recreation,5,2,280000
1267,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2022,2022,"Plants, Gardens, & Sustainability",544,1,25000
1268,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2022,2022,Schools & Libraries,0,1,75000
1269,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2022,2022,Security Cameras,239,1,24776
1270,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2022,2022,Streets & Transportation,2833,37,1051407
1271,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2023,2023,Beautification,2742,0,0
1272,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2023,2023,Bike Infrastructure,56,1,106763
1273,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2023,2023,Lighting,96,0,0
1274,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2023,2023,Parks & Recreation,4,0,0
1275,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2023,2023,"Plants, Gardens, & Sustainability",521,0,0
1276,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2023,2023,Schools & Libraries,0,2,242000
1277,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2023,2023,Security Cameras,247,0,0
1278,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2023,2023,Streets & Transportation,2370,32,1119439
1279,34,Carrie Austin,"August 5, 1994","March 1, 2023",2018,2018,Beautification,0,2,142800
1280,34,Carrie Austin,"August 5, 1994","March 1, 2023",2018,2018,Lighting,146,2,42000
1281,34,Carrie Austin,"August 5, 1994","March 1, 2023",2018,2018,"Plants, Gardens, & Sustainability",290,0,0
1282,34,Carrie Austin,"August 5, 1994","March 1, 2023",2018,2018,Streets & Transportation,194,34,1135199
1283,34,Carrie Austin,"August 5, 1994","March 1, 2023",2019,2019,Beautification,7849,0,0
1284,34,Carrie Austin,"August 5, 1994","March 1, 2023",2019,2019,Lighting,966,1,8000
1285,34,Carrie Austin,"August 5, 1994","March 1, 2023",2019,2019,Parks & Recreation,23,0,0
1286,34,Carrie Austin,"August 5, 1994","March 1, 2023",2019,2019,"Plants, Gardens, & Sustainability",668,0,0
1287,34,Carrie Austin,"August 5, 1994","March 1, 2023",2019,2019,Security Cameras,298,0,0
1288,34,Carrie Austin,"August 5, 1994","March 1, 2023",2019,2019,Streets & Transportation,7925,36,1311999
1289,34,Carrie Austin,"August 5, 1994","March 1, 2023",2020,2020,Beautification,4976,0,0
1290,34,Carrie Austin,"August 5, 1994","March 1, 2023",2020,2020,Bike Infrastructure,1,0,0
1291,34,Carrie Austin,"August 5, 1994","March 1, 2023",2020,2020,Lighting,657,0,0
1292,34,Carrie Austin,"August 5, 1994","March 1, 2023",2020,2020,Parks & Recreation,2,0,0
1293,34,Carrie Austin,"August 5, 1994","March 1, 2023",2020,2020,"Plants, Gardens, & Sustainability",932,0,0
1294,34,Carrie Austin,"August 5, 1994","March 1, 2023",2020,2020,Security Cameras,567,0,0
1295,34,Carrie Austin,"August 5, 1994","March 1, 2023",2020,2020,Streets & Transportation,5541,32,1319999
1296,34,Carrie Austin,"August 5, 1994","March 1, 2023",2021,2021,Beautification,6212,2,15400
1297,34,Carrie Austin,"August 5, 1994","March 1, 2023",2021,2021,Bike Infrastructure,21,0,0
1298,34,Carrie Austin,"August 5, 1994","March 1, 2023",2021,2021,Lighting,427,0,0
1299,34,Carrie Austin,"August 5, 1994","March 1, 2023",2021,2021,Parks & Recreation,21,0,0
1300,34,Carrie Austin,"August 5, 1994","March 1, 2023",2021,2021,"Plants, Gardens, & Sustainability",825,0,0
1301,34,Carrie Austin,"August 5, 1994","March 1, 2023",2021,2021,Security Cameras,613,0,0
1302,34,Carrie Austin,"August 5, 1994","March 1, 2023",2021,2021,Streets & Transportation,5221,47,1484599
1303,34,Carrie Austin,"August 5, 1994","March 1, 2023",2022,2022,Beautification,3547,0,0
1304,34,Carrie Austin,"August 5, 1994","March 1, 2023",2022,2022,Bike Infrastructure,61,0,0
1305,34,Carrie Austin,"August 5, 1994","March 1, 2023",2022,2022,Lighting,329,1,260000
1306,34,Carrie Austin,"August 5, 1994","March 1, 2023",2022,2022,Parks & Recreation,12,0,0
1307,34,Carrie Austin,"August 5, 1994","March 1, 2023",2022,2022,"Plants, Gardens, & Sustainability",315,0,0
1308,34,Carrie Austin,"August 5, 1994","March 1, 2023",2022,2022,Security Cameras,454,0,0
1309,34,Carrie Austin,"August 5, 1994","March 1, 2023",2022,2022,Streets & Transportation,4852,40,1239999
1310,34,Bill Conway,"May 15, 2023",present,2023,2023,Beautification,2252,0,0
1311,34,Bill Conway,"May 15, 2023",present,2023,2023,Bike Infrastructure,337,0,0
1312,34,Bill Conway,"May 15, 2023",present,2023,2023,Lighting,27,0,0
1313,34,Bill Conway,"May 15, 2023",present,2023,2023,Parks & Recreation,2,0,0
1314,34,Bill Conway,"May 15, 2023",present,2023,2023,"Plants, Gardens, & Sustainability",119,0,0
1315,34,Bill Conway,"May 15, 2023",present,2023,2023,Security Cameras,83,0,0
1316,34,Bill Conway,"May 15, 2023",present,2023,2023,Streets & Transportation,3087,17,393833
1317,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2018,2018,Lighting,55,1,121000
1318,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2018,2018,"Plants, Gardens, & Sustainability",82,0,0
1319,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2018,2018,Security Cameras,0,1,27011
1320,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2018,2018,Streets & Transportation,137,50,1171988
1321,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2019,2019,Beautification,3429,5,5400
1322,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2019,2019,Bike Infrastructure,3,0,0
1323,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2019,2019,Lighting,441,1,149000
1324,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2019,2019,Parks & Recreation,3,0,0
1325,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2019,2019,"Plants, Gardens, & Sustainability",449,1,7275
1326,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2019,2019,Security Cameras,132,3,74328
1327,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2019,2019,Streets & Transportation,4490,63,1083996
1328,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2020,2020,Beautification,5189,2,11700
1329,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2020,2020,Bike Infrastructure,9,0,0
1330,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2020,2020,Lighting,273,0,0
1331,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2020,2020,Parks & Recreation,0,1,75000
1332,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2020,2020,"Plants, Gardens, & Sustainability",437,0,0
1333,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2020,2020,Security Cameras,138,2,53621
1334,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2020,2020,Streets & Transportation,3299,58,1173533
1335,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,Beautification,3600,0,0
1336,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,Bike Infrastructure,14,0,0
1337,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,Lighting,157,5,4350
1338,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,Parks & Recreation,10,1,205000
1339,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,"Plants, Gardens, & Sustainability",447,0,0
1340,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,Schools & Libraries,0,1,75000
1341,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,Security Cameras,135,5,103538
1342,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2021,2021,Streets & Transportation,2880,74,1112111
1343,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2022,2022,Beautification,3313,13,236152
1344,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2022,2022,Bike Infrastructure,19,2,110000
1345,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2022,2022,Lighting,182,0,0
1346,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2022,2022,Parks & Recreation,5,0,0
1347,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2022,2022,"Plants, Gardens, & Sustainability",605,0,0
1348,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2022,2022,Schools & Libraries,0,1,143500
1349,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2022,2022,Security Cameras,153,2,49552
1350,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2022,2022,Streets & Transportation,3155,53,938826
1351,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2023,2023,Beautification,3626,10,115681
1352,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2023,2023,Bike Infrastructure,85,2,114500
1353,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2023,2023,Lighting,154,0,0
1354,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2023,2023,Parks & Recreation,6,0,0
1355,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2023,2023,"Plants, Gardens, & Sustainability",778,0,0
1356,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2023,2023,Security Cameras,192,0,0
1357,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2023,2023,Streets & Transportation,3321,41,867513
1358,36,Gilbert Villegas,"May 18, 2015",present,2018,2018,Lighting,69,0,0
1359,36,Gilbert Villegas,"May 18, 2015",present,2018,2018,"Plants, Gardens, & Sustainability",131,0,0
1360,36,Gilbert Villegas,"May 18, 2015",present,2018,2018,Schools & Libraries,0,1,55000
1361,36,Gilbert Villegas,"May 18, 2015",present,2018,2018,Security Cameras,0,1,13505
1362,36,Gilbert Villegas,"May 18, 2015",present,2018,2018,Streets & Transportation,259,67,1251494
1363,36,Gilbert Villegas,"May 18, 2015",present,2019,2019,Beautification,2185,0,0
1364,36,Gilbert Villegas,"May 18, 2015",present,2019,2019,Lighting,683,1,42913
1365,36,Gilbert Villegas,"May 18, 2015",present,2019,2019,Parks & Recreation,4,0,0
1366,36,Gilbert Villegas,"May 18, 2015",present,2019,2019,"Plants, Gardens, & Sustainability",544,0,0
1367,36,Gilbert Villegas,"May 18, 2015",present,2019,2019,Schools & Libraries,0,1,35000
1368,36,Gilbert Villegas,"May 18, 2015",present,2019,2019,Security Cameras,103,0,0
1369,36,Gilbert Villegas,"May 18, 2015",present,2019,2019,Streets & Transportation,5099,61,1242086
1370,36,Gilbert Villegas,"May 18, 2015",present,2020,2020,Beautification,3425,0,0
1371,36,Gilbert Villegas,"May 18, 2015",present,2020,2020,Bike Infrastructure,3,0,0
1372,36,Gilbert Villegas,"May 18, 2015",present,2020,2020,Lighting,383,0,0
1373,36,Gilbert Villegas,"May 18, 2015",present,2020,2020,Parks & Recreation,2,0,0
1374,36,Gilbert Villegas,"May 18, 2015",present,2020,2020,"Plants, Gardens, & Sustainability",548,0,0
1375,36,Gilbert Villegas,"May 18, 2015",present,2020,2020,Schools & Libraries,0,2,110000
1376,36,Gilbert Villegas,"May 18, 2015",present,2020,2020,Security Cameras,135,1,24776
1377,36,Gilbert Villegas,"May 18, 2015",present,2020,2020,Streets & Transportation,3980,42,1185223
1378,36,Gilbert Villegas,"May 18, 2015",present,2021,2021,Beautification,2584,0,0
1379,36,Gilbert Villegas,"May 18, 2015",present,2021,2021,Bike Infrastructure,6,0,0
1380,36,Gilbert Villegas,"May 18, 2015",present,2021,2021,Lighting,170,0,0
1381,36,Gilbert Villegas,"May 18, 2015",present,2021,2021,Parks & Recreation,5,0,0
1382,36,Gilbert Villegas,"May 18, 2015",present,2021,2021,"Plants, Gardens, & Sustainability",464,0,0
1383,36,Gilbert Villegas,"May 18, 2015",present,2021,2021,Security Cameras,136,0,0
1384,36,Gilbert Villegas,"May 18, 2015",present,2021,2021,Streets & Transportation,3218,71,1499999
1385,36,Gilbert Villegas,"May 18, 2015",present,2022,2022,Beautification,2808,0,0
1386,36,Gilbert Villegas,"May 18, 2015",present,2022,2022,Bike Infrastructure,20,0,0
1387,36,Gilbert Villegas,"May 18, 2015",present,2022,2022,Lighting,133,0,0
1388,36,Gilbert Villegas,"May 18, 2015",present,2022,2022,Parks & Recreation,4,0,0
1389,36,Gilbert Villegas,"May 18, 2015",present,2022,2022,"Plants, Gardens, & Sustainability",579,0,0
1390,36,Gilbert Villegas,"May 18, 2015",present,2022,2022,Security Cameras,222,0,0
1391,36,Gilbert Villegas,"May 18, 2015",present,2022,2022,Streets & Transportation,3626,110,1499999
1392,36,Gilbert Villegas,"May 18, 2015",present,2023,2023,Beautification,3385,0,0
1393,36,Gilbert Villegas,"May 18, 2015",present,2023,2023,Bike Infrastructure,43,0,0
1394,36,Gilbert Villegas,"May 18, 2015",present,2023,2023,Lighting,167,1,950
1395,36,Gilbert Villegas,"May 18, 2015",present,2023,2023,Parks & Recreation,6,0,0
1396,36,Gilbert Villegas,"May 18, 2015",present,2023,2023,"Plants, Gardens, & Sustainability",602,0,0
1397,36,Gilbert Villegas,"May 18, 2015",present,2023,2023,Security Cameras,315,0,0
1398,36,Gilbert Villegas,"May 18, 2015",present,2023,2023,Streets & Transportation,3063,60,1449921
1399,37,Emma Mitts,"January 7, 2000",present,2018,2018,Lighting,37,0,0
1400,37,Emma Mitts,"January 7, 2000",present,2018,2018,"Plants, Gardens, & Sustainability",287,0,0
1401,37,Emma Mitts,"January 7, 2000",present,2018,2018,Streets & Transportation,104,57,1319999
1402,37,Emma Mitts,"January 7, 2000",present,2019,2019,Beautification,4466,0,0
1403,37,Emma Mitts,"January 7, 2000",present,2019,2019,Bike Infrastructure,2,0,0
1404,37,Emma Mitts,"January 7, 2000",present,2019,2019,Lighting,635,0,0
1405,37,Emma Mitts,"January 7, 2000",present,2019,2019,Parks & Recreation,6,0,0
1406,37,Emma Mitts,"January 7, 2000",present,2019,2019,"Plants, Gardens, & Sustainability",363,0,0
1407,37,Emma Mitts,"January 7, 2000",present,2019,2019,Security Cameras,392,0,0
1408,37,Emma Mitts,"January 7, 2000",present,2019,2019,Streets & Transportation,4321,67,1319999
1409,37,Emma Mitts,"January 7, 2000",present,2020,2020,Beautification,4556,0,0
1410,37,Emma Mitts,"January 7, 2000",present,2020,2020,Lighting,347,5,532950
1411,37,Emma Mitts,"January 7, 2000",present,2020,2020,Parks & Recreation,3,0,0
1412,37,Emma Mitts,"January 7, 2000",present,2020,2020,"Plants, Gardens, & Sustainability",362,0,0
1413,37,Emma Mitts,"January 7, 2000",present,2020,2020,Security Cameras,506,1,24776
1414,37,Emma Mitts,"January 7, 2000",present,2020,2020,Streets & Transportation,2980,35,762273
1415,37,Emma Mitts,"January 7, 2000",present,2021,2021,Beautification,3154,0,0
1416,37,Emma Mitts,"January 7, 2000",present,2021,2021,Bike Infrastructure,2,0,0
1417,37,Emma Mitts,"January 7, 2000",present,2021,2021,Lighting,128,2,220500
1418,37,Emma Mitts,"January 7, 2000",present,2021,2021,Parks & Recreation,19,0,0
1419,37,Emma Mitts,"January 7, 2000",present,2021,2021,"Plants, Gardens, & Sustainability",317,0,0
1420,37,Emma Mitts,"January 7, 2000",present,2021,2021,Security Cameras,488,1,24776
1421,37,Emma Mitts,"January 7, 2000",present,2021,2021,Streets & Transportation,2236,49,1254723
1422,37,Emma Mitts,"January 7, 2000",present,2022,2022,Beautification,2297,2,29357
1423,37,Emma Mitts,"January 7, 2000",present,2022,2022,Bike Infrastructure,3,0,0
1424,37,Emma Mitts,"January 7, 2000",present,2022,2022,Lighting,128,4,137500
1425,37,Emma Mitts,"January 7, 2000",present,2022,2022,Parks & Recreation,11,0,0
1426,37,Emma Mitts,"January 7, 2000",present,2022,2022,"Plants, Gardens, & Sustainability",581,0,0
1427,37,Emma Mitts,"January 7, 2000",present,2022,2022,Security Cameras,565,0,0
1428,37,Emma Mitts,"January 7, 2000",present,2022,2022,Streets & Transportation,2463,48,1269511
1429,37,Emma Mitts,"January 7, 2000",present,2023,2023,Beautification,2671,0,0
1430,37,Emma Mitts,"January 7, 2000",present,2023,2023,Bike Infrastructure,21,0,0
1431,37,Emma Mitts,"January 7, 2000",present,2023,2023,Lighting,158,1,340000
1432,37,Emma Mitts,"January 7, 2000",present,2023,2023,Parks & Recreation,4,0,0
1433,37,Emma Mitts,"January 7, 2000",present,2023,2023,"Plants, Gardens, & Sustainability",449,0,0
1434,37,Emma Mitts,"January 7, 2000",present,2023,2023,Security Cameras,570,0,0
1435,37,Emma Mitts,"January 7, 2000",present,2023,2023,Streets & Transportation,2851,29,754175
1436,38,Nicholas Sposato,2013,present,2018,2018,Lighting,74,0,0
1437,38,Nicholas Sposato,2013,present,2018,2018,"Plants, Gardens, & Sustainability",323,0,0
1438,38,Nicholas Sposato,2013,present,2018,2018,Streets & Transportation,290,38,1319999
1439,38,Nicholas Sposato,2013,present,2019,2019,Beautification,1805,0,0
1440,38,Nicholas Sposato,2013,present,2019,2019,Bike Infrastructure,1,0,0
1441,38,Nicholas Sposato,2013,present,2019,2019,Lighting,900,0,0
1442,38,Nicholas Sposato,2013,present,2019,2019,Parks & Recreation,1,0,0
1443,38,Nicholas Sposato,2013,present,2019,2019,"Plants, Gardens, & Sustainability",873,0,0
1444,38,Nicholas Sposato,2013,present,2019,2019,Security Cameras,56,0,0
1445,38,Nicholas Sposato,2013,present,2019,2019,Streets & Transportation,6273,35,1319999
1446,38,Nicholas Sposato,2013,present,2020,2020,Beautification,2287,0,0
1447,38,Nicholas Sposato,2013,present,2020,2020,Bike Infrastructure,5,0,0
1448,38,Nicholas Sposato,2013,present,2020,2020,Lighting,492,2,1000
1449,38,Nicholas Sposato,2013,present,2020,2020,"Plants, Gardens, & Sustainability",1049,0,0
1450,38,Nicholas Sposato,2013,present,2020,2020,Security Cameras,105,1,24776
1451,38,Nicholas Sposato,2013,present,2020,2020,Streets & Transportation,4570,55,1294223
1452,38,Nicholas Sposato,2013,present,2021,2021,Beautification,2188,0,0
1453,38,Nicholas Sposato,2013,present,2021,2021,Bike Infrastructure,4,0,0
1454,38,Nicholas Sposato,2013,present,2021,2021,Lighting,206,4,2000
1455,38,Nicholas Sposato,2013,present,2021,2021,Parks & Recreation,4,0,0
1456,38,Nicholas Sposato,2013,present,2021,2021,"Plants, Gardens, & Sustainability",971,0,0
1457,38,Nicholas Sposato,2013,present,2021,2021,Schools & Libraries,0,1,10000
1458,38,Nicholas Sposato,2013,present,2021,2021,Security Cameras,99,0,0
1459,38,Nicholas Sposato,2013,present,2021,2021,Streets & Transportation,3764,41,1487999
1460,38,Nicholas Sposato,2013,present,2022,2022,Beautification,1735,0,0
1461,38,Nicholas Sposato,2013,present,2022,2022,Bike Infrastructure,4,0,0
1462,38,Nicholas Sposato,2013,present,2022,2022,Lighting,166,1,500
1463,38,Nicholas Sposato,2013,present,2022,2022,Parks & Recreation,1,1,420000
1464,38,Nicholas Sposato,2013,present,2022,2022,"Plants, Gardens, & Sustainability",1172,0,0
1465,38,Nicholas Sposato,2013,present,2022,2022,Security Cameras,99,0,0
1466,38,Nicholas Sposato,2013,present,2022,2022,Streets & Transportation,3915,44,1039424
1467,38,Nicholas Sposato,2013,present,2023,2023,Beautification,1843,0,0
1468,38,Nicholas Sposato,2013,present,2023,2023,Bike Infrastructure,11,0,0
1469,38,Nicholas Sposato,2013,present,2023,2023,Lighting,197,1,500
1470,38,Nicholas Sposato,2013,present,2023,2023,Parks & Recreation,3,1,50000
1471,38,Nicholas Sposato,2013,present,2023,2023,"Plants, Gardens, & Sustainability",1173,0,0
1472,38,Nicholas Sposato,2013,present,2023,2023,Security Cameras,127,0,0
1473,38,Nicholas Sposato,2013,present,2023,2023,Streets & Transportation,3640,37,1113812
1474,39,Margaret Laurino,"July 24, 1994","May 20, 2019",2018,2018,Beautification,1,3,89200
1475,39,Margaret Laurino,"July 24, 1994","May 20, 2019",2018,2018,Lighting,75,1,27500
1476,39,Margaret Laurino,"July 24, 1994","May 20, 2019",2018,2018,Parks & Recreation,0,1,10000
1477,39,Margaret Laurino,"July 24, 1994","May 20, 2019",2018,2018,"Plants, Gardens, & Sustainability",357,1,10000
1478,39,Margaret Laurino,"July 24, 1994","May 20, 2019",2018,2018,Streets & Transportation,218,35,1183299
1479,39,Samantha Nugent,"May 20, 2019",present,2019,2019,Beautification,2246,1,5000
1480,39,Samantha Nugent,"May 20, 2019",present,2019,2019,Bike Infrastructure,13,0,0
